date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,wind_speed_10m_max,wind_speed_10m_mean,surface_pressure_mean,shortwave_radiation_sum,daylight_duration,sunshine_duration
2006-01-01,28.7,22.7,25.3,16.5,16.5,98,74,89,8.0,3.9,1000.7,16.58,45588.71,32578.83
2006-01-02,28.3,22.2,25.1,11.3,11.3,98,76,89,8.0,3.5,999.6,14.43,45580.59,25173.78
2006-01-03,28.6,22.6,25.6,15.1,15.1,97,76,89,10.0,5.1,998.5,16.08,45571.77,35585.63
2006-01-04,29.5,22.4,25.4,40.6,40.6,99,71,89,8.7,5.6,998.5,17.77,45562.29,34432.8
2006-01-05,28.6,23.1,25.6,13.0,13.0,98,79,90,11.3,6.6,999.4,16.93,45552.13,33003.31
2006-01-06,29.1,23.1,25.9,5.4,5.4,97,72,88,7.1,3.9,999.4,17.15,45541.32,34268.79
2006-01-07,29.9,22.6,26.1,1.2,1.2,96,69,86,10.3,4.6,998.6,21.65,45529.85,38425.92
2006-01-08,29.7,23.6,26.4,2.2,2.2,96,71,85,12.2,6.9,998.8,21.3,45517.63,41140.97
2006-01-09,29.0,23.1,25.7,18.8,18.8,99,77,88,14.3,7.9,998.9,18.26,45504.61,32789.07
2006-01-10,29.3,23.1,26.1,2.4,2.4,96,70,85,10.7,5.8,999.1,20.09,45490.79,36199.19
2006-01-11,28.9,23.8,26.0,8.7,8.7,96,79,88,9.1,4.0,999.0,17.58,45476.23,35899.36
2006-01-12,29.9,22.6,26.4,3.3,3.3,97,68,84,9.8,4.9,998.8,20.72,45460.94,41020.44
2006-01-13,30.0,22.6,25.9,11.3,11.3,98,76,89,8.6,4.4,998.6,20.55,45444.96,39759.73
2006-01-14,30.6,22.8,26.5,10.7,10.7,99,66,83,11.3,6.7,998.5,21.87,45428.31,36820.55
2006-01-15,29.7,23.4,25.9,22.0,22.0,99,74,88,8.7,4.4,998.6,20.61,45411.03,41260.72
2006-01-16,28.4,22.3,24.7,24.7,24.7,99,78,92,10.2,4.3,998.6,14.32,45393.14,22660.36
2006-01-17,27.2,22.7,24.5,19.5,19.5,98,87,95,11.8,6.2,998.4,11.54,45374.67,27181.95
2006-01-18,29.0,22.6,24.9,4.8,4.8,98,74,89,9.8,5.9,997.6,19.55,45355.65,38497.21
2006-01-19,28.7,21.8,25.0,8.1,8.1,98,77,90,11.0,5.7,997.7,20.44,45336.12,40254.79
2006-01-20,28.9,22.9,25.0,7.4,7.4,97,78,91,13.3,10.1,997.8,17.31,45316.09,31147.66
2006-01-21,24.1,22.1,23.1,91.8,91.8,98,87,95,22.2,17.7,997.8,3.08,45295.6,0.0
2006-01-22,30.6,22.7,26.3,0.0,0.0,88,56,73,15.1,10.3,996.7,20.96,45274.67,35639.77
2006-01-23,30.2,24.1,26.6,0.8,0.8,90,61,78,10.3,6.1,996.8,17.55,45253.33,26312.73
2006-01-24,29.5,24.3,26.3,0.8,0.8,92,68,80,11.2,7.6,998.3,15.57,45231.61,33804.19
2006-01-25,31.7,23.3,27.2,0.1,0.1,91,60,78,7.8,4.9,999.0,22.26,45209.53,36023.72
2006-01-26,31.5,23.8,27.4,1.6,1.6,94,62,79,11.5,6.5,998.4,22.21,45187.12,40448.55
2006-01-27,31.7,24.5,27.7,0.1,0.1,89,56,72,20.5,13.7,997.3,21.16,45164.41,37330.81
2006-01-28,27.7,25.2,26.7,6.7,6.7,77,58,69,23.5,20.1,998.5,10.42,45141.21,8947.71
2006-01-29,31.3,26.6,28.4,0.2,0.2,63,54,59,29.3,22.0,998.1,23.85,45117.42,40946.6
2006-01-30,31.2,26.4,28.1,0.9,0.9,65,53,60,30.3,20.0,998.8,17.87,45093.07,26645.95
2006-01-31,29.6,25.4,27.0,3.0,3.0,78,58,66,25.7,19.9,999.0,13.77,45068.18,16202.63
2006-02-01,28.6,22.0,25.9,12.3,12.3,94,60,75,22.1,18.6,1000.1,10.83,45042.8,12822.95
2006-02-02,28.6,22.3,24.6,26.3,26.3,96,70,87,20.2,16.5,1001.6,14.6,45016.97,24786.0
2006-02-03,26.2,21.9,24.0,22.4,22.4,96,73,85,19.6,17.2,1001.4,7.35,44990.71,3127.92
2006-02-04,27.8,23.1,25.2,4.2,4.2,86,69,78,22.6,15.0,1000.5,15.5,44964.06,27170.12
2006-02-05,26.8,23.3,25.0,2.2,2.2,88,77,82,22.4,14.5,1000.8,13.24,44937.05,28512.1
2006-02-06,28.6,22.2,25.3,2.8,2.8,94,71,83,17.7,11.4,1000.9,21.16,44909.72,40692.14
2006-02-07,29.6,22.1,25.4,5.2,5.2,96,67,85,18.6,10.9,1000.8,24.83,44882.09,40318.36
2006-02-08,29.0,22.2,25.0,3.4,3.4,96,76,87,18.9,10.7,1001.0,21.67,44854.2,38711.55
2006-02-09,28.0,22.3,24.8,2.9,2.9,98,79,89,19.8,13.0,1001.7,20.38,44826.08,36567.02
2006-02-10,29.4,22.5,25.7,1.0,1.0,96,65,82,19.2,11.8,1000.4,24.35,44797.76,39635.13
2006-02-11,29.8,21.8,26.0,0.0,0.0,96,65,82,14.6,8.7,1000.1,26.27,44769.26,41569.59
2006-02-12,29.8,22.4,26.3,0.5,0.5,95,65,82,12.2,5.2,1000.5,23.71,44740.63,41237.87
2006-02-13,29.2,23.3,26.4,3.0,3.0,96,71,84,7.2,4.2,1000.1,19.77,44711.88,40234.42
2006-02-14,29.8,23.5,26.1,23.3,23.3,99,72,88,8.1,3.9,1000.4,20.09,44683.05,35967.92
2006-02-15,27.1,23.5,24.8,150.5,150.5,99,83,94,11.1,6.3,1000.1,11.53,44654.16,29739.64
2006-02-16,28.2,23.3,25.5,7.3,7.3,96,80,89,7.9,5.6,999.5,13.42,44625.23,20903.31
2006-02-17,29.5,23.0,25.5,15.5,15.5,98,70,89,9.7,5.3,999.5,19.31,44596.1,37935.37
2006-02-18,29.0,23.0,25.4,7.6,7.6,98,71,89,13.4,7.5,999.3,16.06,44566.6,26045.69
2006-02-19,29.8,21.8,25.5,9.0,9.0,98,72,88,16.8,7.7,998.8,22.07,44536.79,40652.02
2006-02-20,28.5,23.0,24.7,12.4,12.4,98,80,94,17.9,9.9,999.1,13.35,44506.68,13625.51
2006-02-21,27.6,22.7,25.2,9.8,9.8,98,75,87,8.0,6.2,998.3,14.77,44476.31,34520.7
2006-02-22,29.5,23.3,25.9,0.9,0.9,96,68,85,7.3,4.8,997.7,14.62,44445.7,21247.91
2006-02-23,28.5,23.2,25.9,6.8,6.8,93,72,83,12.4,5.3,996.7,13.85,44414.89,19513.06
2006-02-24,28.1,23.6,25.5,14.6,14.6,98,80,89,16.6,11.6,996.7,18.75,44383.89,38684.83
2006-02-25,27.4,22.7,24.7,11.7,11.7,98,81,92,17.8,10.9,996.9,13.02,44352.75,22407.36
2006-02-26,27.3,23.0,25.1,7.4,7.4,97,78,89,20.9,8.6,997.0,10.35,44321.48,5839.91
2006-02-27,29.0,23.8,25.7,11.2,11.2,98,74,88,13.5,8.2,997.9,16.0,44290.11,38292.61
2006-02-28,29.4,23.2,25.9,5.0,5.0,96,75,87,12.3,5.6,998.1,21.04,44258.66,39617.3
2006-03-01,28.3,23.3,25.5,5.8,5.8,97,75,89,9.4,4.3,998.8,17.43,44227.17,28824.67
2006-03-02,29.0,23.4,25.3,8.3,8.3,99,74,90,11.4,6.6,999.5,16.78,44195.66,29306.2
2006-03-03,28.4,22.8,25.0,24.3,24.3,98,75,91,19.6,10.2,1000.0,16.47,44164.14,33901.68
2006-03-04,28.2,23.1,25.1,10.0,10.0,98,77,87,16.8,12.3,1001.5,17.34,44132.66,29869.47
2006-03-05,29.3,23.5,25.8,1.4,1.4,86,64,77,14.4,11.7,1000.5,17.05,44101.23,30923.12
2006-03-06,29.3,23.7,26.3,0.4,0.4,87,64,78,12.5,8.3,999.8,15.78,44069.88,31551.45
2006-03-07,28.6,23.5,25.9,6.8,6.8,93,74,84,12.3,6.7,1001.0,13.56,44038.62,37807.71
2006-03-08,29.7,23.2,25.9,0.7,0.7,92,63,79,13.6,7.6,1002.5,18.44,44007.5,33885.55
2006-03-09,30.6,24.2,26.5,7.6,7.6,97,59,79,9.5,6.4,1001.8,15.51,43976.31,23403.32
2006-03-10,27.0,23.1,25.0,10.1,10.1,97,78,87,13.1,7.4,1001.6,11.88,43944.95,30528.08
2006-03-11,26.2,22.8,23.9,79.5,79.5,97,81,93,19.2,14.3,999.4,6.6,43913.44,13313.95
2006-03-12,25.7,22.5,24.0,25.5,25.5,96,79,87,20.2,17.2,999.2,6.65,43881.8,2387.66
2006-03-13,28.5,21.7,25.1,2.5,2.5,93,66,82,19.5,12.5,1000.3,18.67,43850.05,39488.07
2006-03-14,28.6,22.9,25.6,5.4,5.4,93,74,84,19.2,12.9,1000.1,19.02,43818.22,35469.74
2006-03-15,29.5,22.5,25.1,27.3,27.3,98,66,87,17.1,11.5,999.7,18.24,43786.32,28831.02
2006-03-16,26.2,21.6,23.6,34.3,34.3,95,83,90,19.0,13.9,999.8,7.8,43754.38,7172.73
2006-03-17,29.4,20.9,25.1,8.0,8.0,96,64,82,10.1,6.5,998.8,21.06,43722.43,39649.95
2006-03-18,30.4,22.1,26.0,0.7,0.7,96,63,82,8.8,5.3,998.7,23.65,43690.47,40152.2
2006-03-19,30.1,22.2,26.3,0.1,0.1,96,68,83,11.2,5.3,998.6,25.62,43658.54,40627.66
2006-03-20,30.2,23.1,26.6,0.7,0.7,96,68,83,10.9,4.5,998.6,21.79,43626.65,38881.89
2006-03-21,29.5,22.5,25.7,8.0,8.0,98,67,86,10.4,4.9,998.7,20.2,43594.83,33482.85
2006-03-22,29.7,22.6,25.5,2.2,2.2,97,68,87,14.4,6.5,997.8,17.32,43563.09,30296.7
2006-03-23,29.9,22.9,26.4,0.8,0.8,96,66,82,11.6,6.1,997.7,20.73,43531.46,40433.43
2006-03-24,30.0,23.3,25.6,11.5,11.5,97,71,88,17.0,7.7,998.5,20.24,43499.97,38388.43
2006-03-25,29.8,22.3,26.0,4.1,4.1,98,70,86,10.1,5.0,999.7,20.57,43468.62,40083.2
2006-03-26,29.4,23.5,26.2,4.8,4.8,95,74,87,8.2,5.8,999.6,18.5,43437.45,33628.79
2006-03-27,28.8,23.3,25.7,11.9,11.9,98,82,91,9.4,4.7,999.7,16.53,43406.47,35237.54
2006-03-28,29.0,23.4,25.2,15.6,15.6,99,77,93,8.7,4.5,1000.1,16.36,43375.7,29134.52
2006-03-29,29.3,23.0,25.6,8.5,8.5,98,78,90,6.9,4.6,1000.3,16.74,43344.98,31937.21
2006-03-30,29.2,23.5,26.1,8.4,8.4,98,77,88,8.0,4.1,999.6,17.81,43314.21,31090.14
2006-03-31,28.7,23.2,25.4,25.3,25.3,99,80,92,12.1,8.3,999.6,17.27,43283.4,35372.97
2006-04-01,26.6,23.7,24.8,40.4,40.4,99,86,92,17.3,11.2,1000.3,9.59,43252.58,15014.66
2006-04-02,26.0,23.1,24.7,13.0,13.0,96,79,87,11.4,8.8,1000.9,7.42,43221.75,15443.76
2006-04-03,28.5,22.8,25.1,8.0,8.0,96,68,86,12.6,6.5,1001.4,14.94,43190.94,26801.95
2006-04-04,28.2,23.0,25.3,5.3,5.3,96,66,83,9.0,6.5,1001.8,14.37,43160.18,32445.84
2006-04-05,30.9,21.5,26.3,0.7,0.7,97,57,79,7.0,5.0,1001.3,22.25,43129.48,40512.04
2006-04-06,31.9,23.4,27.2,0.0,0.0,94,56,78,9.2,7.5,1000.0,21.14,43098.86,36680.48
2006-04-07,31.1,23.0,26.6,2.7,2.7,94,66,83,11.5,5.2,999.3,22.14,43068.34,40607.75
2006-04-08,28.7,22.9,25.8,4.8,4.8,95,73,86,9.7,7.0,1000.1,18.9,43037.94,39923.72
2006-04-09,29.9,23.2,26.5,0.7,0.7,96,62,78,11.3,6.5,1001.4,20.73,43007.69,37451.48
2006-04-10,30.7,22.8,26.5,2.4,2.4,94,61,81,9.0,5.1,1002.0,22.14,42977.6,37326.47
2006-04-11,28.7,23.3,25.6,14.5,14.5,98,80,90,8.7,5.5,1001.4,16.28,42947.7,31740.0
2006-04-12,28.6,22.2,25.2,4.6,4.6,98,73,88,9.4,4.9,1000.7,15.81,42918.0,29386.86
2006-04-13,28.2,22.7,25.3,6.6,6.6,97,77,89,7.2,3.9,999.6,15.5,42888.54,37470.17
2006-04-14,29.1,22.6,25.6,4.3,4.3,98,74,87,8.8,5.5,999.8,17.99,42859.33,39627.55
2006-04-15,29.2,22.7,25.6,1.1,1.1,97,73,88,7.6,4.9,998.7,19.01,42830.39,40351.81
2006-04-16,28.8,22.8,25.5,3.5,3.5,96,73,87,11.3,5.5,997.7,19.72,42801.74,37504.47
2006-04-17,28.6,23.1,25.4,5.5,5.5,96,76,89,19.6,12.0,997.9,17.1,42773.41,32549.98
2006-04-18,24.1,22.9,23.6,33.1,33.1,98,93,96,21.4,16.4,999.4,4.64,42745.24,0.0
2006-04-19,28.8,22.7,25.7,1.3,1.3,95,68,83,14.2,8.9,999.8,12.51,42717.13,29835.91
2006-04-20,28.5,23.1,25.9,0.9,0.9,95,71,84,7.7,6.0,999.7,13.11,42689.11,24202.06
2006-04-21,29.8,23.1,26.1,1.2,1.2,95,67,83,7.9,5.1,999.2,16.61,42661.18,35477.35
2006-04-22,30.2,23.5,26.4,0.7,0.7,94,65,82,8.7,5.3,999.2,19.15,42633.38,37422.55
2006-04-23,30.9,22.8,26.5,1.1,1.1,97,65,84,10.1,6.6,999.7,21.12,42605.71,39559.73
2006-04-24,29.5,23.4,26.2,1.3,1.3,97,71,85,12.5,7.9,999.9,18.02,42578.21,38098.91
2006-04-25,28.8,23.2,25.9,1.0,1.0,96,72,86,16.4,11.3,999.4,17.52,42550.89,36585.1
2006-04-26,28.2,23.6,25.5,4.0,4.0,97,77,89,14.5,11.7,1000.3,13.79,42523.79,25992.88
2006-04-27,29.2,23.1,25.8,1.4,1.4,98,70,87,9.5,5.3,1000.4,16.6,42496.9,34987.74
2006-04-28,29.0,23.2,25.7,13.8,13.8,97,72,89,10.1,4.8,999.8,15.27,42470.27,28194.49
2006-04-29,28.5,23.5,25.3,24.2,24.2,99,79,92,7.1,3.5,1000.7,13.76,42443.91,26772.6
2006-04-30,25.5,23.2,24.3,22.0,22.0,99,90,96,10.9,5.4,1001.6,6.82,42417.84,931.08
2006-05-01,29.0,22.6,25.1,8.2,8.2,98,72,90,6.1,3.7,1001.3,16.44,42392.1,33889.75
2006-05-02,29.4,22.2,25.4,1.9,1.9,98,68,87,5.2,3.1,1001.3,15.11,42366.7,32500.13
2006-05-03,29.1,22.6,25.4,5.2,5.2,98,71,87,7.8,4.6,1001.7,17.59,42341.66,34699.99
2006-05-04,29.5,21.7,25.2,0.9,0.9,98,66,86,6.6,3.9,1002.4,15.27,42317.01,32049.38
2006-05-05,28.9,22.4,25.6,0.0,0.0,96,68,85,7.0,4.3,1002.0,14.56,42292.77,23245.29
2006-05-06,27.0,23.1,25.0,9.7,9.7,98,81,90,6.8,4.7,1001.2,11.47,42268.98,20612.23
2006-05-07,28.4,23.1,25.1,16.5,16.5,97,76,90,7.2,5.1,1001.0,15.65,42245.64,29543.88
2006-05-08,28.4,22.5,25.0,14.6,14.6,98,73,89,10.8,5.3,1000.1,14.76,42222.64,32916.29
2006-05-09,26.6,23.2,24.4,26.6,26.6,99,87,95,11.4,6.2,1000.5,9.74,42199.88,28837.47
2006-05-10,28.3,21.9,25.1,5.7,5.7,98,75,88,9.3,5.5,1000.5,13.63,42177.36,35428.43
2006-05-11,30.0,21.6,25.8,3.7,3.7,97,70,86,8.7,4.1,1000.5,19.7,42155.11,38728.95
2006-05-12,29.3,22.4,25.4,5.7,5.7,98,77,89,9.7,5.2,1000.9,17.87,42133.16,38128.09
2006-05-13,28.5,22.6,25.2,4.6,4.6,96,72,86,8.2,4.4,1001.2,14.89,42111.53,27789.63
2006-05-14,28.8,22.5,25.0,4.9,4.9,96,76,89,12.7,6.7,1000.8,18.79,42090.22,38913.85
2006-05-15,28.0,22.4,25.1,2.0,2.0,96,79,88,8.4,6.2,1002.0,16.5,42069.27,37002.26
2006-05-16,28.1,22.6,25.1,9.5,9.5,98,78,90,12.1,8.2,1003.3,15.57,42048.7,37412.84
2006-05-17,28.1,22.4,24.8,3.6,3.6,98,75,89,15.6,12.1,1003.6,17.21,42028.52,35993.09
2006-05-18,27.7,23.3,25.3,0.0,0.0,93,74,84,23.2,18.3,1002.1,17.2,42008.76,38814.64
2006-05-19,28.9,23.4,25.8,0.0,0.0,90,71,82,19.3,16.8,1001.1,17.72,41989.44,38315.41
2006-05-20,29.0,23.1,25.7,0.2,0.2,94,72,84,21.7,15.2,1001.2,17.99,41970.58,38404.82
2006-05-21,29.6,22.9,26.3,0.2,0.2,94,69,84,16.1,9.5,1000.8,18.43,41952.2,37015.33
2006-05-22,29.3,23.1,26.0,1.6,1.6,96,71,85,8.6,5.7,1000.5,16.88,41934.32,37922.01
2006-05-23,29.2,22.2,25.3,2.5,2.5,97,70,87,10.1,5.7,999.9,17.99,41916.98,38857.07
2006-05-24,28.1,22.0,24.8,4.0,4.0,98,82,92,11.1,6.5,1000.3,15.09,41900.18,37996.92
2006-05-25,28.7,22.4,25.2,2.5,2.5,98,75,88,12.0,9.5,1001.6,16.61,41883.95,37391.6
2006-05-26,28.8,22.8,25.7,1.5,1.5,95,72,86,12.0,9.0,1002.8,16.68,41868.32,37602.09
2006-05-27,28.4,23.6,25.3,3.6,3.6,95,75,89,10.6,5.9,1002.8,13.39,41853.3,31154.27
2006-05-28,28.2,23.1,24.9,4.6,4.6,96,80,89,10.2,6.1,1001.9,14.64,41838.8,32936.53
2006-05-29,28.1,23.0,25.0,6.7,6.7,95,76,89,9.2,5.8,1001.3,13.86,41824.77,36311.46
2006-05-30,28.6,22.3,25.3,2.1,2.1,96,78,88,11.9,9.6,1001.9,16.41,41811.21,37803.54
2006-05-31,29.5,22.8,25.8,0.2,0.2,96,69,85,10.3,9.0,1001.9,18.04,41798.13,37847.18
2006-06-01,28.6,23.5,25.4,3.7,3.7,94,80,88,9.0,6.8,1002.4,16.55,41785.55,37183.52
2006-06-02,28.4,22.9,25.7,1.4,1.4,93,73,85,11.5,7.4,1002.2,16.32,41773.48,37396.07
2006-06-03,27.9,23.0,25.3,3.7,3.7,95,84,89,13.0,10.4,1003.2,14.79,41761.93,37726.71
2006-06-04,27.8,23.4,25.1,5.0,5.0,94,81,87,21.9,17.2,1003.9,15.61,41750.91,36867.48
2006-06-05,28.5,23.7,25.5,0.0,0.0,90,70,84,21.3,18.0,1003.2,15.39,41740.43,30199.85
2006-06-06,28.9,23.5,25.6,0.1,0.1,90,69,83,21.3,18.3,1002.5,16.99,41730.52,36901.44
2006-06-07,26.8,23.8,25.1,8.8,8.8,94,79,87,23.4,17.0,1002.0,9.63,41721.16,16197.29
2006-06-08,27.8,22.4,25.1,1.7,1.7,98,75,88,14.3,11.4,1001.5,15.04,41712.4,34474.59
2006-06-09,29.3,21.8,25.6,0.0,0.0,97,69,85,9.9,6.4,1000.2,17.18,41704.23,36003.82
2006-06-10,29.0,22.8,25.7,0.1,0.1,96,71,87,6.1,3.6,1000.9,14.52,41696.66,32148.54
2006-06-11,28.2,23.1,25.2,7.8,7.8,99,75,90,9.9,5.5,1002.2,13.67,41689.71,36000.0
2006-06-12,28.0,23.2,25.3,3.1,3.1,94,78,88,15.3,7.7,1001.8,13.55,41683.39,34822.73
2006-06-13,27.7,23.1,25.0,6.8,6.8,99,76,90,14.8,10.9,1000.9,10.96,41677.71,25948.6
2006-06-14,28.9,22.5,25.1,7.7,7.7,98,72,89,17.8,13.4,1000.4,13.77,41672.68,25200.0
2006-06-15,26.7,23.0,24.9,8.8,8.8,99,79,91,16.3,12.2,1000.8,9.35,41668.31,8384.55
2006-06-16,29.1,22.3,25.6,0.3,0.3,98,72,87,16.8,13.9,1000.1,16.14,41664.62,34464.56
2006-06-17,27.1,22.9,24.5,11.9,11.9,98,80,91,23.5,16.8,1000.6,9.99,41661.59,20059.27
2006-06-18,24.8,22.7,23.4,37.0,37.0,98,91,96,22.9,21.2,999.7,5.1,41659.21,5208.27
2006-06-19,26.5,22.8,24.3,1.5,1.5,96,75,86,26.0,21.3,1000.2,13.11,41657.45,28370.85
2006-06-20,27.7,23.1,24.9,0.9,0.9,92,71,84,20.7,16.1,1000.5,15.81,41656.34,37072.35
2006-06-21,28.2,22.8,25.0,3.7,3.7,97,73,88,12.8,11.0,999.8,13.34,41655.86,32808.09
2006-06-22,27.8,23.3,25.3,0.9,0.9,96,76,87,21.6,17.2,998.5,13.4,41656.0,38257.88
2006-06-23,27.9,24.0,25.3,0.0,0.0,91,73,85,22.0,18.8,999.0,12.05,41656.77,31090.52
2006-06-24,29.0,22.9,25.5,1.6,1.6,93,72,86,20.4,15.4,999.4,15.44,41658.16,34251.62
2006-06-25,26.6,23.1,24.3,15.5,15.5,98,79,90,25.0,21.1,1000.7,8.67,41660.16,13911.37
2006-06-26,27.8,22.8,24.9,0.0,0.0,90,69,82,28.1,23.7,1000.3,17.24,41662.77,32419.99
2006-06-27,27.4,22.9,24.8,0.1,0.1,90,73,83,22.5,18.6,1001.1,14.73,41665.99,37069.7
2006-06-28,27.2,23.0,24.7,0.0,0.0,88,72,81,28.6,24.0,1001.2,14.68,41669.81,34759.01
2006-06-29,25.8,23.3,24.0,0.8,0.8,84,72,79,26.5,23.6,1002.2,8.59,41674.23,18000.2
2006-06-30,27.7,22.7,24.4,0.0,0.0,82,64,76,25.0,22.9,1003.0,18.64,41679.25,36267.01
2006-07-01,26.2,21.9,23.8,0.0,0.0,88,66,76,20.7,15.8,1003.3,13.69,41684.85,38414.27
2006-07-02,26.9,19.5,23.4,0.0,0.0,95,65,81,18.8,14.2,1003.3,17.28,41691.03,38454.5
2006-07-03,27.1,22.3,24.2,0.1,0.1,86,64,77,15.5,12.9,1004.2,16.26,41697.79,38445.07
2006-07-04,26.8,22.0,24.0,0.0,0.0,91,68,82,22.0,16.0,1005.0,15.3,41705.11,35852.15
2006-07-05,25.9,22.2,23.5,0.6,0.6,88,69,79,27.3,22.3,1005.7,13.83,41713.01,36383.55
2006-07-06,26.3,21.3,23.5,0.0,0.0,85,62,75,20.0,18.1,1005.5,16.08,41721.46,38489.26
2006-07-07,25.5,21.0,23.1,0.0,0.0,90,68,80,21.2,16.0,1005.6,13.0,41730.54,38278.32
2006-07-08,27.1,21.6,24.0,0.0,0.0,91,67,81,19.0,14.2,1004.3,14.55,41740.28,37170.41
2006-07-09,26.7,22.5,24.3,1.6,1.6,94,74,85,24.7,18.7,1002.9,12.83,41750.67,38416.46
2006-07-10,28.5,23.1,25.3,0.0,0.0,95,69,84,18.6,14.1,1001.7,15.38,41761.68,36447.34
2006-07-11,29.5,22.2,25.8,0.0,0.0,97,68,86,10.2,6.0,1000.9,15.63,41773.31,38418.22
2006-07-12,29.8,23.6,26.0,2.1,2.1,97,69,87,10.5,5.6,1001.2,16.16,41785.52,34988.02
2006-07-13,28.9,22.9,25.3,9.9,9.9,99,71,89,11.7,6.0,1001.1,13.78,41798.31,29980.45
2006-07-14,27.9,22.7,24.9,18.2,18.2,98,76,92,13.8,7.8,1002.2,11.97,41811.65,31606.07
2006-07-15,27.7,22.5,24.7,1.3,1.3,97,76,89,12.6,8.3,1003.1,15.79,41825.52,38143.22
2006-07-16,27.7,21.0,24.3,0.0,0.0,97,66,84,16.9,13.7,1002.3,19.02,41839.92,38639.98
2006-07-17,27.8,21.2,24.4,0.0,0.0,95,69,83,15.3,12.2,1001.8,16.58,41854.8,38654.85
2006-07-18,26.9,22.2,24.3,0.3,0.3,92,68,81,15.4,12.4,1002.9,13.72,41870.17,38557.9
2006-07-19,27.6,22.3,24.4,0.0,0.0,87,63,78,25.1,19.2,1003.1,18.25,41886.01,38683.87
2006-07-20,26.1,22.5,23.7,0.0,0.0,85,70,79,30.9,24.9,1003.3,13.99,41902.29,38697.93
2006-07-21,27.4,22.0,24.1,0.0,0.0,89,63,78,25.1,21.6,1003.7,19.13,41918.99,38711.61
2006-07-22,26.9,22.3,24.0,3.0,3.0,92,71,84,29.9,24.4,1003.8,13.63,41936.1,38048.48
2006-07-23,25.7,21.3,23.1,4.8,4.8,97,72,84,28.6,24.8,1003.7,13.75,41953.6,36837.51
2006-07-24,24.4,21.2,22.6,0.8,0.8,92,76,84,20.4,15.6,1004.6,6.53,41971.47,6445.01
2006-07-25,25.7,21.5,23.1,0.1,0.1,90,71,81,19.0,13.6,1006.1,14.21,41989.71,36866.02
2006-07-26,26.4,21.2,23.3,0.0,0.0,87,65,78,18.8,16.6,1005.5,16.02,42008.28,37565.51
2006-07-27,25.7,21.5,23.3,0.8,0.8,87,68,79,15.5,13.0,1004.4,13.8,42027.31,38125.57
2006-07-28,26.6,21.0,23.6,0.6,0.6,93,70,84,16.2,11.5,1003.6,13.91,42046.88,37047.86
2006-07-29,27.9,21.8,24.7,0.4,0.4,96,71,85,21.5,15.8,1002.8,18.12,42066.96,38804.36
2006-07-30,28.9,22.6,25.1,0.4,0.4,90,66,81,21.3,18.3,1001.7,17.06,42087.54,37969.22
2006-07-31,28.3,22.0,24.8,0.0,0.0,91,63,80,18.2,15.4,1001.7,18.01,42108.57,38757.0
2006-08-01,28.0,22.5,24.8,0.0,0.0,91,63,79,19.3,16.0,1001.6,18.05,42130.05,38832.75
2006-08-02,28.2,22.2,24.4,0.0,0.0,92,57,77,21.1,17.4,1001.9,21.29,42151.95,38849.89
2006-08-03,26.7,20.8,23.4,0.0,0.0,88,52,72,21.0,15.8,1003.9,19.29,42174.24,38849.9
2006-08-04,26.1,18.9,22.2,0.0,0.0,87,47,68,19.1,14.8,1005.7,22.23,42196.9,38992.84
2006-08-05,26.3,17.8,21.9,0.0,0.0,87,46,67,18.7,14.0,1006.8,20.74,42219.92,38933.28
2006-08-06,25.2,19.0,21.8,0.0,0.0,80,48,64,21.9,15.9,1006.4,19.58,42243.26,38872.84
2006-08-07,24.2,19.0,21.3,0.2,0.2,77,50,65,18.8,15.8,1006.7,13.9,42266.91,36602.68
2006-08-08,26.1,15.3,21.1,0.0,0.0,93,53,72,24.5,15.5,1006.3,19.54,42290.84,39088.89
2006-08-09,26.7,19.8,22.6,0.0,0.0,75,50,67,32.7,26.2,1004.8,20.53,42315.03,39166.71
2006-08-10,26.8,21.0,23.3,0.0,0.0,76,50,63,28.4,25.2,1004.0,19.63,42339.46,38897.96
2006-08-11,27.1,21.1,23.5,0.0,0.0,80,55,71,27.8,22.5,1003.7,17.23,42364.12,38426.6
2006-08-12,27.5,21.8,23.8,0.0,0.0,83,59,74,25.4,21.7,1003.3,14.19,42388.97,35377.95
2006-08-13,27.8,22.0,24.4,0.0,0.0,86,61,77,20.7,18.6,1003.2,14.66,42414.0,38912.54
2006-08-14,28.6,22.3,24.9,0.0,0.0,91,63,80,21.8,18.2,1002.6,17.16,42439.19,32354.16
2006-08-15,28.8,22.5,24.7,0.1,0.1,90,61,80,24.8,20.9,1002.6,15.73,42464.52,38762.76
2006-08-16,28.7,22.6,24.7,0.5,0.5,88,59,78,27.1,22.5,1002.9,17.99,42490.14,39112.48
2006-08-17,28.1,22.3,24.4,1.5,1.5,86,58,74,24.8,22.6,1003.9,18.71,42516.12,38925.67
2006-08-18,27.0,22.0,23.7,0.0,0.0,85,56,71,22.4,20.6,1005.2,13.78,42542.47,30810.53
2006-08-19,28.3,21.4,24.1,0.2,0.2,80,52,68,20.7,17.4,1005.2,18.09,42569.14,38288.73
2006-08-20,27.7,21.6,24.1,1.2,1.2,79,54,69,20.5,16.2,1005.2,15.13,42596.12,38758.8
