date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,wind_speed_10m_max,wind_speed_10m_mean,surface_pressure_mean,shortwave_radiation_sum,daylight_duration,sunshine_duration
2008-10-09,30.5,22.3,26.3,1.0,1.0,95,63,81,15.3,11.5,1001.8,21.54,44117.37,41663.17
2008-10-10,31.1,22.9,26.9,0.0,0.0,96,61,79,18.2,10.8,1002.3,22.48,44148.58,40029.19
2008-10-11,30.8,23.5,26.4,2.9,2.9,95,67,83,15.2,10.7,1002.5,21.38,44179.79,38982.62
2008-10-12,29.7,22.6,26.3,2.2,2.2,96,69,83,12.3,8.8,1000.8,19.41,44210.96,35412.98
2008-10-13,30.3,22.5,26.4,2.7,2.7,97,67,84,10.7,6.5,1000.8,19.16,44242.09,31427.22
2008-10-14,31.0,22.6,26.9,0.0,0.0,97,63,80,14.3,8.2,1000.3,21.48,44273.12,41734.41
2008-10-15,29.1,23.3,25.6,10.4,10.4,98,74,87,18.1,8.4,1000.2,16.12,44304.06,29599.38
2008-10-16,28.1,22.9,25.2,1.0,1.0,95,72,86,15.4,12.6,999.4,14.88,44334.87,28947.36
2008-10-17,29.5,23.0,25.9,0.3,0.3,96,68,83,21.4,15.9,999.3,20.57,44365.53,41895.53
2008-10-18,30.7,24.0,26.6,6.3,6.3,93,62,81,17.6,14.0,999.6,22.3,44396.01,40923.54
2008-10-19,31.7,23.3,27.2,0.3,0.3,95,58,80,19.6,13.1,1000.2,24.55,44426.29,41951.62
2008-10-20,30.6,24.3,26.9,0.0,0.0,94,63,80,21.5,17.1,1000.3,19.76,44456.34,41979.25
2008-10-21,31.2,24.1,27.1,1.0,1.0,90,59,78,20.6,16.2,999.5,22.33,44486.13,40763.15
2008-10-22,30.9,24.3,27.0,0.2,0.2,92,62,79,18.6,14.4,999.5,20.3,44515.64,39857.2
2008-10-23,30.7,24.6,26.7,4.4,4.4,93,60,81,19.8,14.8,1000.2,18.43,44544.84,32695.52
2008-10-24,29.7,23.6,26.3,0.6,0.6,94,67,79,24.4,16.8,1001.5,16.57,44573.91,35220.08
2008-10-25,26.9,23.4,24.9,0.0,0.0,90,68,82,16.0,13.1,1002.4,7.59,44602.99,0.0
2008-10-26,30.2,23.0,26.0,0.0,0.0,92,58,77,24.1,18.6,1001.3,24.54,44632.04,42138.74
2008-10-27,30.1,23.4,26.2,0.0,0.0,87,61,77,27.1,21.8,1001.7,23.67,44661.04,42164.68
2008-10-28,29.1,23.8,26.0,0.0,0.0,88,65,79,25.5,21.3,1001.6,17.37,44689.96,42190.47
2008-10-29,32.0,23.4,27.4,1.6,1.6,92,56,77,17.1,13.5,1001.1,23.85,44718.77,42216.09
2008-10-30,31.4,23.2,26.9,3.9,3.9,96,58,81,13.7,10.0,1002.3,22.74,44747.43,42019.95
2008-10-31,29.4,23.5,26.0,4.8,4.8,98,70,85,15.5,10.2,1002.4,18.64,44775.94,39437.78
2008-11-01,29.9,22.9,26.2,2.3,2.3,96,65,84,14.0,9.3,1001.6,20.24,44804.25,41919.65
2008-11-02,30.5,23.9,26.8,0.0,0.0,95,63,81,18.8,13.8,1001.9,21.51,44832.33,41659.41
2008-11-03,29.8,23.3,26.4,1.4,1.4,95,67,83,11.3,6.7,1002.2,20.3,44860.16,40505.6
2008-11-04,31.0,22.6,27.1,2.1,2.1,96,61,79,10.1,7.5,1000.5,24.43,44887.7,42364.89
2008-11-05,32.4,23.3,27.7,0.0,0.0,97,55,78,10.5,6.8,999.6,24.85,44914.93,42388.64
2008-11-06,31.4,23.8,27.6,1.4,1.4,96,62,80,8.9,3.6,999.2,20.93,44941.8,42412.04
2008-11-07,31.4,23.3,27.4,0.2,0.2,97,62,80,8.0,4.9,998.5,23.18,44968.3,42435.04
2008-11-08,31.6,24.4,27.3,2.8,2.8,93,60,81,9.3,5.7,998.9,19.29,44994.39,36175.41
2008-11-09,30.4,23.9,26.4,11.6,11.6,96,67,84,9.1,6.3,1000.3,17.83,45020.03,32832.42
2008-11-10,31.8,23.6,27.1,5.8,5.8,95,60,82,19.6,12.5,999.1,21.07,45045.18,39457.57
2008-11-11,30.7,24.1,26.8,1.2,1.2,92,64,81,16.2,11.1,998.5,19.51,45069.83,35948.2
2008-11-12,28.6,23.4,25.7,9.7,9.7,97,77,89,13.6,10.2,998.9,13.22,45093.92,19711.62
2008-11-13,30.2,23.0,26.5,1.6,1.6,98,69,84,15.9,11.7,999.4,21.06,45117.64,42563.81
2008-11-14,29.9,23.7,26.5,3.7,3.7,97,76,87,12.0,8.1,999.3,20.31,45141.13,42583.91
2008-11-15,30.9,23.3,27.0,2.1,2.1,96,66,83,9.6,6.1,998.0,23.33,45164.34,42603.73
2008-11-16,31.3,23.4,27.3,0.5,0.5,96,65,82,8.8,4.7,997.6,22.53,45187.26,42623.23
2008-11-17,30.8,23.7,27.1,1.5,1.5,97,65,84,12.4,5.5,997.2,20.01,45209.85,40798.67
2008-11-18,32.3,23.2,27.4,0.4,0.4,97,59,82,11.1,4.9,997.2,23.67,45232.09,42377.64
2008-11-19,30.7,24.6,27.0,5.8,5.8,94,70,85,10.5,5.0,998.6,20.54,45253.94,41644.55
2008-11-20,30.3,23.8,26.8,11.0,11.0,96,72,85,8.0,3.7,998.6,21.01,45275.38,42697.68
2008-11-21,30.5,24.0,26.8,11.1,11.1,98,69,85,9.6,4.3,998.3,22.11,45296.38,41341.76
2008-11-22,30.9,23.8,27.0,11.6,11.6,97,72,84,11.9,7.3,997.8,23.55,45316.9,42732.46
2008-11-23,31.7,23.1,27.3,0.1,0.1,97,60,79,13.0,6.3,998.1,25.28,45336.92,42749.16
2008-11-24,31.2,23.9,27.3,4.7,4.7,94,67,81,14.1,7.3,999.0,23.28,45356.41,42765.38
2008-11-25,31.4,23.8,27.4,5.3,5.3,96,64,82,10.1,5.5,999.4,22.42,45375.33,42781.08
2008-11-26,31.1,23.7,26.8,6.9,6.9,96,68,84,10.9,5.2,999.1,23.17,45393.65,42796.25
2008-11-27,31.4,23.0,27.2,0.5,0.5,97,60,79,10.1,6.0,999.9,24.72,45411.35,42810.86
2008-11-28,30.6,24.8,27.4,3.8,3.8,93,69,82,8.9,6.1,1000.2,21.49,45428.39,40363.91
2008-11-29,30.6,24.0,26.6,7.1,7.1,98,71,85,10.2,7.4,1002.0,18.26,45444.74,29177.93
2008-11-30,31.0,23.5,26.9,5.8,5.8,95,65,83,9.2,4.9,1000.9,20.46,45460.36,37518.13
2008-12-01,29.6,24.0,25.9,24.7,24.7,99,77,90,9.0,5.7,1000.8,16.42,45475.23,30806.2
2008-12-02,29.8,23.5,25.8,15.3,15.3,98,71,89,10.9,6.0,999.9,17.28,45489.31,36207.39
2008-12-03,30.4,23.4,26.2,7.0,7.0,99,70,88,10.1,6.2,999.2,18.37,45502.72,32183.19
2008-12-04,29.5,23.6,26.5,1.8,1.8,97,75,86,15.3,6.7,999.9,16.56,45515.55,36874.37
2008-12-05,30.6,23.9,27.1,2.2,2.2,96,69,84,6.8,3.7,999.8,21.15,45527.79,42907.14
2008-12-06,29.4,23.2,26.1,9.6,9.6,98,74,88,11.5,6.4,1000.1,17.9,45539.41,42916.82
2008-12-07,30.0,23.5,26.4,1.5,1.5,95,70,86,8.7,4.9,999.7,19.31,45550.41,41563.72
2008-12-08,31.1,24.0,26.4,9.8,9.8,96,69,87,8.8,4.8,999.6,21.7,45560.77,35684.62
2008-12-09,30.4,23.1,26.2,5.8,5.8,96,70,86,8.4,4.3,999.2,20.67,45570.48,42861.35
2008-12-10,29.6,23.3,26.4,2.2,2.2,96,74,88,10.0,4.7,998.7,21.71,45579.52,42837.25
2008-12-11,30.0,23.3,26.2,3.1,3.1,98,69,86,11.1,6.8,998.3,23.1,45587.88,42812.37
2008-12-12,30.5,23.2,26.6,0.9,0.9,97,66,83,8.4,5.1,998.2,22.23,45595.53,41394.28
2008-12-13,30.8,23.3,26.6,1.0,1.0,95,65,84,8.2,5.2,997.9,22.27,45602.48,36541.94
2008-12-14,29.4,24.0,26.3,9.7,9.7,96,74,88,12.9,7.6,998.3,18.55,45608.7,39517.19
2008-12-15,29.3,23.8,26.1,16.1,16.1,97,75,88,6.9,4.5,998.4,16.44,45614.18,39757.51
2008-12-16,29.8,22.6,25.9,11.3,11.3,98,70,87,9.3,5.1,999.2,17.6,45618.91,40545.49
2008-12-17,29.6,23.5,26.2,21.0,21.0,99,69,85,8.5,4.8,999.5,18.05,45622.88,35918.94
2008-12-18,29.1,23.2,25.2,13.7,13.7,99,74,90,8.8,5.1,999.4,16.2,45626.07,35467.64
2008-12-19,28.6,22.9,25.4,12.7,12.7,97,73,88,9.3,5.9,999.0,18.9,45628.46,41086.48
2008-12-20,29.4,22.9,25.0,21.2,21.2,98,74,91,12.8,8.2,999.7,16.43,45630.06,29593.02
2008-12-21,27.3,23.0,25.0,23.6,23.6,98,77,90,11.8,7.7,999.8,11.29,45630.84,13037.05
2008-12-22,28.6,22.6,25.3,4.8,4.8,98,66,83,7.4,5.0,999.9,15.55,45630.79,36951.25
2008-12-23,28.8,22.7,25.6,5.0,5.0,95,71,86,7.9,5.7,999.6,17.83,45629.91,36483.66
2008-12-24,29.9,22.9,26.2,1.5,1.5,97,67,84,11.2,6.3,998.7,23.32,45628.21,42454.48
2008-12-25,29.1,23.0,26.0,2.3,2.3,96,75,86,9.5,4.8,998.1,22.13,45625.71,40859.74
2008-12-26,25.8,23.3,24.3,17.6,17.6,98,90,96,13.0,7.8,997.5,8.78,45622.39,3504.78
2008-12-27,28.3,22.2,25.6,6.7,6.7,99,76,88,6.3,4.0,997.4,13.45,45618.3,32405.39
2008-12-28,29.6,23.2,25.8,5.6,5.6,98,69,88,9.3,4.0,997.6,19.81,45613.43,41245.86
2008-12-29,26.9,23.2,24.8,6.9,6.9,98,82,91,18.2,11.0,998.5,16.46,45607.8,40525.7
2008-12-30,30.4,22.3,26.2,0.1,0.1,95,64,81,10.4,6.3,998.4,24.51,45601.43,42267.73
2008-12-31,31.0,22.4,26.7,3.2,3.2,95,66,82,9.4,5.2,997.7,24.96,45594.32,42235.34
2009-01-01,30.5,23.1,26.7,2.0,2.0,96,67,84,10.6,5.4,998.1,22.0,45586.48,42202.82
2009-01-02,29.5,23.3,25.8,12.3,12.3,99,74,88,9.5,5.4,999.0,15.86,45577.94,22155.76
2009-01-03,30.1,23.7,26.6,3.4,3.4,96,68,85,8.8,4.8,999.0,16.81,45568.71,26044.78
2009-01-04,30.8,23.6,26.5,4.8,4.8,98,66,84,13.8,8.0,999.2,19.49,45558.8,29848.51
2009-01-05,28.9,23.0,25.6,6.1,6.1,98,71,86,16.0,11.1,999.4,13.74,45548.22,25072.37
2009-01-06,28.1,22.5,25.4,5.0,5.0,97,73,85,13.0,10.0,999.7,14.28,45537.0,20214.79
2009-01-07,29.6,23.6,26.5,1.3,1.3,92,57,74,16.6,12.0,999.3,13.1,45525.13,20926.04
2009-01-08,31.6,22.4,27.3,0.0,0.0,91,52,73,14.6,7.4,997.7,24.63,45512.64,41119.91
2009-01-09,29.2,23.9,25.7,16.3,16.3,97,67,83,22.7,15.8,997.3,13.23,45499.54,20599.49
2009-01-10,30.8,23.7,27.0,1.6,1.6,82,57,71,22.9,13.2,996.7,20.92,45485.86,33187.37
2009-01-11,31.6,22.9,27.3,0.0,0.0,90,53,69,17.7,10.5,996.8,21.5,45471.59,38904.04
2009-01-12,31.5,23.9,27.7,0.1,0.1,85,49,63,24.5,15.6,998.3,14.98,45456.62,26038.62
2009-01-13,31.2,25.3,27.9,0.0,0.0,80,56,66,23.0,15.3,998.6,21.56,45440.86,29938.21
2009-01-14,30.9,23.6,27.1,0.9,0.9,89,60,76,15.8,9.2,999.6,21.82,45424.36,38018.61
2009-01-15,30.1,23.7,26.4,1.2,1.2,91,61,77,10.8,6.6,1001.6,18.17,45407.14,33809.51
2009-01-16,31.3,22.8,26.3,0.7,0.7,92,57,80,11.2,5.0,1001.9,23.18,45389.24,35961.26
2009-01-17,29.6,23.1,25.8,4.3,4.3,96,70,87,7.9,3.5,1001.7,17.97,45370.69,35355.46
2009-01-18,28.6,23.4,25.4,9.8,9.8,97,79,90,9.1,4.7,1001.7,14.43,45351.52,25390.09
2009-01-19,28.9,23.3,25.7,4.4,4.4,97,75,88,10.0,4.2,1000.6,17.09,45331.76,29555.35
2009-01-20,29.7,22.4,25.6,7.2,7.2,97,74,90,9.0,4.9,1000.4,17.78,45311.45,33410.54
2009-01-21,29.5,23.2,26.1,6.3,6.3,97,76,88,9.0,5.7,1001.2,19.17,45290.61,39888.3
2009-01-22,30.9,22.0,26.4,3.3,3.3,97,64,84,10.5,4.9,1000.3,23.71,45269.27,41225.44
2009-01-23,29.3,24.0,26.1,14.4,14.4,96,80,90,8.4,5.0,1000.5,17.57,45247.47,34489.1
2009-01-24,29.4,23.0,26.2,4.8,4.8,98,77,89,8.7,5.4,1000.2,21.22,45225.25,40853.08
2009-01-25,30.0,22.7,26.6,4.8,4.8,96,68,83,9.7,5.9,999.1,22.48,45202.61,41515.56
2009-01-26,30.0,23.5,26.7,4.5,4.5,98,69,84,11.4,4.6,999.5,22.39,45179.61,40614.17
2009-01-27,27.7,23.9,25.4,7.8,7.8,95,81,89,14.0,8.6,999.1,16.11,45156.25,33059.18
2009-01-28,30.1,23.0,26.1,4.3,4.3,95,72,85,14.9,8.2,997.6,22.8,45132.59,39955.07
2009-01-29,29.8,22.7,25.8,7.5,7.5,97,71,86,15.9,10.0,997.7,20.46,45108.63,36042.27
2009-01-30,29.7,23.3,26.1,5.6,5.6,91,70,84,17.7,11.7,996.5,19.24,45084.41,35919.85
2009-01-31,28.2,24.5,26.0,10.9,10.9,91,76,86,21.1,12.9,997.1,16.85,45059.96,33664.69
2009-02-01,31.0,24.0,27.1,0.2,0.2,89,61,76,23.8,13.8,997.0,21.89,45035.09,37863.27
2009-02-02,30.2,24.8,26.8,2.7,2.7,82,63,73,25.8,17.2,996.7,18.19,45009.68,26483.12
2009-02-03,29.7,24.9,27.1,0.2,0.2,78,64,71,23.7,15.8,996.1,17.45,44983.75,39993.33
2009-02-04,31.0,23.1,26.8,5.0,5.0,86,54,71,24.5,18.6,995.9,20.53,44957.36,33827.2
2009-02-05,31.0,21.7,26.7,4.6,4.6,95,55,74,22.0,15.9,995.4,20.49,44930.53,31137.7
2009-02-06,31.0,25.3,27.9,0.0,0.0,76,54,65,24.3,17.3,995.7,19.82,44903.3,33463.01
2009-02-07,29.1,25.0,26.5,2.4,2.4,77,62,70,19.5,15.2,998.4,13.36,44875.69,22072.83
2009-02-08,31.7,24.4,27.3,0.1,0.1,86,52,71,12.7,8.9,999.7,17.88,44847.74,37573.79
2009-02-09,32.2,23.8,27.3,0.1,0.1,88,51,74,8.5,5.1,1000.2,20.89,44819.49,39190.06
2009-02-10,31.0,23.1,27.1,0.5,0.5,92,61,79,11.3,4.3,1000.5,22.98,44790.96,40473.18
2009-02-11,30.8,24.0,27.0,1.7,1.7,95,64,82,9.7,5.3,1000.0,20.5,44762.18,36103.63
2009-02-12,30.0,23.4,26.2,6.5,6.5,98,67,86,7.0,4.1,999.6,18.42,44733.2,26869.3
2009-02-13,29.3,23.1,25.9,9.7,9.7,98,71,86,9.7,6.1,1000.2,19.33,44704.02,38534.48
2009-02-14,29.7,22.9,26.1,5.2,5.2,98,74,89,8.7,3.8,999.4,20.58,44674.7,34006.04
2009-02-15,26.6,23.6,25.0,16.7,16.7,98,86,93,13.1,7.8,999.4,12.4,44645.23,18913.08
2009-02-16,26.2,23.5,24.5,14.1,14.1,99,89,94,17.8,12.5,999.4,10.22,44615.68,8685.48
2009-02-17,27.5,23.2,24.5,22.9,22.9,98,74,90,21.8,15.2,999.1,11.4,44586.06,21787.25
2009-02-18,27.7,21.6,24.4,20.1,20.1,96,65,80,23.3,19.2,999.2,11.35,44556.4,5821.25
2009-02-19,28.3,21.5,25.1,3.3,3.3,96,66,78,16.1,11.8,1000.2,11.62,44526.72,15343.33
2009-02-20,30.3,22.2,26.5,0.6,0.6,94,57,75,8.4,3.5,999.8,19.13,44497.05,30738.23
2009-02-21,27.0,23.2,25.1,0.6,0.6,94,78,89,9.2,4.8,998.9,6.0,44467.2,1143.05
2009-02-22,29.7,23.3,26.1,0.0,0.0,96,67,83,8.5,5.2,998.1,14.77,44437.05,30731.55
2009-02-23,29.5,23.3,25.6,8.4,8.4,98,70,88,13.0,6.0,998.4,18.1,44406.62,30230.85
2009-02-24,29.7,23.5,26.0,4.7,4.7,99,69,86,9.8,5.1,998.2,20.89,44375.93,39747.76
2009-02-25,29.8,22.7,26.1,5.7,5.7,99,73,86,9.5,4.7,997.7,21.18,44345.03,40702.26
2009-02-26,29.5,23.1,25.8,5.0,5.0,99,70,87,7.7,3.9,998.4,21.83,44313.92,40835.09
2009-02-27,29.1,23.3,25.3,4.4,4.4,97,72,89,9.3,4.4,998.6,19.69,44282.64,40241.69
2009-02-28,29.4,22.0,25.3,5.6,5.6,98,69,87,13.1,7.7,998.8,22.25,44251.22,39523.67
2009-03-01,29.2,22.9,25.4,3.3,3.3,98,72,87,14.0,8.4,999.1,20.39,44219.69,34286.45
2009-03-02,28.5,22.5,24.9,11.5,11.5,97,79,91,13.0,7.7,998.6,18.48,44188.05,32611.44
2009-03-03,27.8,22.3,24.8,9.0,9.0,97,78,91,16.0,8.4,999.0,12.83,44156.35,20236.23
2009-03-04,25.0,22.8,23.7,18.2,18.2,98,91,95,21.9,15.1,1000.0,7.4,44124.6,6182.82
2009-03-05,28.0,22.2,24.5,18.0,18.0,96,69,85,21.4,17.2,999.4,9.31,44092.84,7845.84
2009-03-06,28.2,23.5,25.8,0.9,0.9,93,72,82,18.7,11.5,998.7,14.93,44061.07,29924.26
2009-03-07,26.1,23.1,24.6,6.3,6.3,96,87,91,16.4,10.8,999.2,6.84,44029.34,1479.96
2009-03-08,28.8,21.2,25.1,2.8,2.8,98,71,87,11.1,6.7,999.3,18.61,43997.66,38369.42
2009-03-09,27.7,22.8,24.8,8.3,8.3,97,78,90,20.6,10.6,1000.9,13.5,43966.05,25424.11
2009-03-10,29.3,22.4,25.8,1.6,1.6,95,66,82,11.4,6.7,1000.7,21.05,43934.55,39600.0
2009-03-11,28.6,22.8,25.5,14.1,14.1,96,79,90,8.6,4.2,1000.3,15.7,43903.17,25459.03
2009-03-12,28.0,22.7,25.0,15.8,15.8,98,81,92,7.6,3.8,1000.8,12.92,43871.93,17798.43
2009-03-13,28.6,23.1,25.7,13.1,13.1,98,77,88,9.0,4.5,1000.4,17.29,43840.66,35438.97
2009-03-14,28.9,23.4,25.6,12.2,12.2,99,78,89,11.8,6.3,999.6,19.0,43809.25,38400.4
2009-03-15,28.9,22.7,25.3,5.0,5.0,98,76,90,9.1,5.4,998.5,17.63,43777.71,35243.07
2009-03-16,28.7,23.5,25.3,20.4,20.4,99,75,90,11.0,7.1,998.2,16.88,43746.07,35639.24
2009-03-17,26.9,23.1,24.9,2.6,2.6,98,73,82,25.1,17.5,998.2,14.74,43714.34,27803.46
2009-03-18,27.8,23.4,25.2,4.8,4.8,97,72,80,21.3,14.9,998.6,16.91,43682.55,28048.25
2009-03-19,27.5,23.1,24.8,9.3,9.3,96,78,91,17.4,11.8,998.4,16.04,43650.71,29726.4
2009-03-20,25.9,22.7,23.8,31.1,31.1,97,86,93,24.2,18.1,998.5,9.44,43618.87,12481.46
2009-03-21,24.4,21.9,22.8,37.4,37.4,97,89,96,19.0,15.0,999.5,4.6,43587.02,0.0
2009-03-22,25.4,21.2,22.7,31.9,31.9,98,83,94,16.8,12.9,1000.0,8.05,43555.2,12036.08
2009-03-23,26.5,21.5,23.6,8.2,8.2,97,77,90,14.7,10.8,1001.7,10.59,43523.42,20193.88
2009-03-24,27.7,20.2,24.3,3.6,3.6,99,74,87,11.7,6.0,1002.3,17.02,43491.71,32141.31
2009-03-25,28.5,21.1,25.1,0.1,0.1,96,67,83,10.4,5.8,1002.4,19.87,43460.09,36956.04
2009-03-26,28.5,22.5,24.9,10.7,10.7,98,74,88,13.6,7.6,1002.5,17.73,43428.57,36824.18
2009-03-27,28.1,22.2,24.5,16.4,16.4,97,74,90,8.6,4.5,1002.3,15.94,43397.18,28034.08
2009-03-28,24.4,22.1,23.0,37.4,37.4,98,90,96,9.4,5.6,1001.9,4.68,43365.94,0.0
2009-03-29,28.2,20.6,24.5,0.5,0.5,98,67,85,11.1,6.2,1000.8,21.6,43334.88,37884.96
2009-03-30,29.1,21.0,25.0,0.9,0.9,97,63,82,11.4,7.4,1001.3,21.96,43304.0,40301.21
2009-03-31,28.7,22.0,25.1,0.6,0.6,96,71,85,10.6,6.7,1001.2,22.25,43273.34,39575.93
2009-04-01,29.1,21.5,25.2,0.0,0.0,96,64,82,11.7,8.4,1000.6,23.83,43242.91,40731.98
2009-04-02,28.6,23.1,25.4,4.6,4.6,93,69,84,11.7,10.1,1001.1,19.47,43212.57,40246.36
2009-04-03,28.6,23.0,25.8,0.2,0.2,93,68,82,11.2,9.9,1001.3,21.15,43182.18,40011.68
2009-04-04,29.0,23.4,25.8,0.3,0.3,94,64,81,10.2,8.7,1000.6,19.0,43151.79,39643.8
2009-04-05,28.3,23.0,25.5,1.4,1.4,95,71,84,12.9,6.2,999.8,18.81,43121.39,39640.39
2009-04-06,28.6,23.2,26.1,0.8,0.8,96,70,83,8.9,3.3,999.9,19.68,43091.03,39876.2
2009-04-07,29.1,23.4,26.1,1.9,1.9,94,74,86,9.9,7.4,1000.5,19.03,43060.7,39843.58
2009-04-08,30.2,23.2,26.5,0.1,0.1,95,70,84,15.5,10.6,1000.1,22.54,43030.44,40109.62
2009-04-09,30.3,23.3,26.5,0.8,0.8,96,68,84,14.9,11.4,999.4,21.61,43000.28,40276.66
2009-04-10,30.4,23.0,26.7,0.0,0.0,95,66,83,13.7,10.2,999.4,21.86,42970.21,40502.8
2009-04-11,30.2,23.3,26.8,0.5,0.5,96,69,84,10.1,6.0,999.9,20.77,42940.27,38384.87
2009-04-12,30.9,23.5,27.0,0.5,0.5,97,68,84,16.1,10.1,998.4,20.46,42910.48,38129.69
2009-04-13,30.8,23.2,27.0,0.4,0.4,97,66,84,11.8,5.5,996.7,20.73,42880.86,40350.38
2009-04-14,31.1,23.6,27.3,0.1,0.1,96,65,84,9.7,6.0,997.5,21.44,42851.42,40120.05
2009-04-15,31.2,24.1,27.2,0.9,0.9,96,64,83,9.5,4.2,998.2,19.59,42822.2,35276.66
2009-04-16,30.3,24.2,26.5,7.4,7.4,96,72,87,8.7,4.7,998.6,17.18,42793.2,35639.12
2009-04-17,29.2,23.6,26.0,12.3,12.3,98,82,90,8.8,5.6,999.4,16.67,42764.46,30194.67
2009-04-18,29.3,23.6,26.0,6.1,6.1,98,76,88,12.7,6.4,1001.0,16.69,42736.0,36398.46
2009-04-19,29.3,23.9,26.1,2.5,2.5,96,75,87,12.2,9.2,999.4,16.71,42707.84,38280.88
2009-04-20,28.3,23.6,25.1,24.5,24.5,99,77,92,16.5,9.0,998.7,11.46,42680.0,14274.49
2009-04-21,27.9,22.9,25.2,4.5,4.5,98,77,90,9.0,6.3,999.4,12.42,42652.5,35872.68
2009-04-22,28.6,23.3,25.3,8.1,8.1,96,77,90,11.9,5.4,1000.2,16.0,42625.2,30517.93
2009-04-23,28.4,23.0,25.2,10.3,10.3,98,81,91,14.1,9.1,1000.8,14.91,42597.98,26973.98
2009-04-24,28.0,23.2,24.7,9.7,9.7,99,78,92,12.2,9.1,1001.6,10.69,42570.88,24470.63
2009-04-25,25.9,22.9,23.9,56.0,56.0,98,84,95,14.5,8.3,1002.6,4.25,42543.91,1168.52
2009-04-26,28.7,21.0,24.8,3.3,3.3,99,70,87,9.2,4.1,1001.9,16.42,42517.1,33780.22
2009-04-27,27.8,22.8,24.9,4.5,4.5,97,77,89,6.8,4.3,1002.4,9.48,42490.45,9029.21
2009-04-28,28.8,23.1,25.6,0.8,0.8,96,72,86,9.0,4.6,1002.8,15.97,42464.0,32397.82
2009-04-29,29.7,22.4,25.9,0.7,0.7,96,71,85,10.5,6.4,1001.1,19.47,42437.78,38209.71
2009-04-30,29.1,22.5,26.1,1.8,1.8,96,71,85,12.9,6.7,1000.7,17.87,42411.79,37032.68
2009-05-01,29.4,23.3,26.3,0.2,0.2,94,77,87,14.6,9.8,1000.5,17.19,42386.05,37246.06
2009-05-02,28.9,23.3,26.1,1.4,1.4,96,73,86,14.7,11.1,1001.2,14.94,42360.61,38172.49
2009-05-03,28.2,23.3,25.8,1.9,1.9,95,74,86,17.4,9.1,1002.1,15.13,42335.46,31175.64
2009-05-04,29.9,23.4,26.2,0.9,0.9,94,69,85,18.6,14.8,1001.9,18.19,42310.65,36882.05
2009-05-05,28.9,23.7,26.1,0.0,0.0,92,72,84,21.7,16.8,1002.1,16.41,42286.19,34447.5
2009-05-06,29.3,23.5,26.0,0.6,0.6,92,71,84,19.4,16.4,1001.5,16.75,42262.11,36065.34
2009-05-07,28.2,23.6,25.4,3.8,3.8,94,76,87,19.2,13.6,1000.7,13.35,42238.41,31183.19
2009-05-08,27.9,22.6,24.8,3.1,3.1,98,74,88,19.1,14.0,1001.3,12.73,42215.15,22183.63
2009-05-09,29.3,22.7,25.6,0.3,0.3,94,67,84,16.1,12.1,1000.4,17.85,42192.34,32866.75
2009-05-10,28.7,22.9,25.1,6.3,6.3,97,75,90,13.0,9.9,1000.2,14.94,42169.99,29195.2
2009-05-11,27.9,22.6,25.1,1.9,1.9,97,73,86,15.1,12.4,999.9,13.59,42148.14,37519.52
2009-05-12,28.9,22.7,25.8,0.3,0.3,95,74,85,12.9,7.6,998.4,17.41,42126.67,36868.32
2009-05-13,29.3,23.0,26.0,0.0,0.0,96,71,84,15.8,10.4,997.9,17.8,42105.47,38475.27
2009-05-14,29.2,22.8,25.8,0.0,0.0,96,72,85,17.7,11.5,998.5,17.08,42084.57,38482.66
2009-05-15,29.4,23.0,26.0,0.2,0.2,95,69,85,18.9,13.4,999.5,18.19,42063.98,36840.7
2009-05-16,29.6,23.1,26.1,1.6,1.6,95,70,86,15.0,11.5,1000.0,16.59,42043.74,34704.6
2009-05-17,29.3,23.7,26.2,0.0,0.0,94,71,85,21.5,16.7,999.6,18.38,42023.84,37913.86
2009-05-18,29.7,23.1,26.2,0.5,0.5,94,71,84,15.5,11.0,999.0,17.64,42004.32,37476.05
2009-05-19,28.7,22.9,25.7,1.9,1.9,96,74,86,9.2,5.7,999.2,16.51,41985.2,37442.93
2009-05-20,28.1,22.5,24.5,20.5,20.5,98,76,91,7.4,3.9,1000.1,14.44,41966.48,27081.16
2009-05-21,26.8,22.6,24.4,12.3,12.3,98,78,91,10.0,3.9,1000.4,10.92,41948.21,29959.54
2009-05-22,26.3,22.6,24.0,7.1,7.1,98,73,88,11.4,6.7,1001.9,10.31,41930.38,15985.0
2009-05-23,26.4,21.8,23.9,2.3,2.3,94,71,84,10.9,8.1,1002.1,15.66,41913.04,34214.13
2009-05-24,26.9,22.0,24.1,0.0,0.0,88,66,79,14.8,12.4,1002.3,16.03,41896.18,36664.11
2009-05-25,27.7,21.7,24.3,0.0,0.0,90,65,79,18.3,15.3,1002.7,18.78,41879.84,38236.01
2009-05-26,26.6,22.5,24.3,0.0,0.0,87,71,81,20.0,16.4,1001.7,10.29,41864.04,28473.85
2009-05-27,28.8,22.9,25.4,0.0,0.0,90,66,81,17.7,14.2,1000.9,17.61,41848.8,38233.75
2009-05-28,28.1,23.4,25.4,1.3,1.3,92,73,85,19.7,14.9,1000.9,14.31,41834.13,32370.39
2009-05-29,28.6,23.3,25.7,0.0,0.0,92,71,82,21.2,18.0,1001.6,17.34,41820.06,37102.52
